titre,prix,ville,surface,chambres,salle_de_bain,lien,prix_log,prix_par_m2
Appartement à vendre à Oued Laou,330000.0,Appartements dans Oued Laou,70.0,2.0,1.0,https://www.avito.ma/fr/oued_laou/appartements/Appartement_%C3%A0_vendre_%C3%A0_Oued_Laou_57840770.htm,12.706850963741102,4714.285714285715
Appartements à vendre – Immeuble 3 étages,1000000.0,Appartements dans Tanger,80.0,3.0,1.0,https://www.avito.ma/fr/ahlane/appartements/Appartements_%C3%A0_vendre___Immeuble_3_%C3%A9tages_57442342.htm,13.815511557963774,12500.0
Vente Appartement 3 pièces de 70 m2 à Marrakech,1600000.0,Appartements dans Marrakech,70.0,2.0,1.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Vente_Appartement_3_pi%C3%A8ces_de_70_m2_%C3%A0_Marrakech_57765063.htm,14.285514812209815,22857.14285714286
Vente Appartement 3 pièces de 70 m2 à Casablanca,1430000.0,Appartements dans Casablanca,70.0,2.0,2.0,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Vente_Appartement_3_pi%C3%A8ces_de_70_m2_%C3%A0_Casablanca_57800962.htm,14.173185701536545,20428.571428571428
Appartement au deuxième étage,870000.0,Appartements dans Fès,124.0,2.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_au_deuxi%C3%A8me_%C3%A9tage_57737640.htm,13.676249640055394,7016.129032258064
Targa apparemment à vendre..,1400000.0,Appartements dans Marrakech,114.0,2.0,2.0,https://www.avito.ma/fr/massira_1/appartements/Targa_apparemment_%C3%A0_vendre___57686911.htm,14.151983508870947,12280.701754385966
Vente Appartement 4 pièces de 190 m2 à Casablanca,3800000.0,Appartements dans Casablanca,190.0,3.0,2.0,https://www.avito.ma/fr/racine/appartements/Vente_Appartement_4_pi%C3%A8ces_de_190_m2_%C3%A0_Casablanca_57786014.htm,15.150511887854474,20000.0
"Appartements éligibles au programme de soutien au logement, premier étage, centre de Bouznika",795000.0,Appartements dans Bouznika,96.0,3.0,2.0,https://www.avito.ma/fr/hamza/appartements/Appartements_%C3%A9ligibles_au_programme_de_soutien_au_logement__premier_%C3%A9tage__centre_de_Bouznika_56396796.htm,13.586098651497313,8281.25
Vente Appartement 4 pièces de 162 m2 à Casablanca,1741500.0,Appartements dans Casablanca,162.0,3.0,2.0,https://www.avito.ma/fr/sidi_belyout/appartements/Vente_Appartement_4_pi%C3%A8ces_de_162_m2_%C3%A0_Casablanca_56841633.htm,14.370257943005656,10750.0
Appt 3 ch salon à vendre à Val Fleuri,1800000.0,Appartements dans Casablanca,126.0,3.0,2.0,https://www.avito.ma/fr/val_fleuri/appartements/Appt_3_ch_salon_%C3%A0_vendre_%C3%A0_Val_Fleuri_56660584.htm,14.403297778421795,14285.714285714286
Vente Appartement 4 pièces de 126 m2 à Casablanca,1800000.0,Appartements dans Casablanca,126.0,3.0,1.0,https://www.avito.ma/fr/gauthier/appartements/Vente_Appartement_4_pi%C3%A8ces_de_126_m2_%C3%A0_Casablanca_54225633.htm,14.403297778421795,14285.714285714286
Des studios à vendre,990000.0,Appartements dans Casablanca,42.0,1.0,1.0,https://www.avito.ma/fr/val_fleuri/appartements/Des_studios_%C3%A0_vendre_57840740.htm,13.805461232211272,23571.428571428572
Vente Appartement 3 pièces de 80 m2 à Tamaris,1100000.0,Appartements dans Tamaris,80.0,2.0,1.0,https://www.avito.ma/fr/tamaris/appartements/Vente_Appartement_3_pi%C3%A8ces_de_80_m2_%C3%A0_Tamaris_57553138.htm,13.910821646859095,13750.0
Appartement 91 m² – 7e étage – Malabata Tanger,1700000.0,Appartements dans Tanger,91.0,2.0,2.0,https://www.avito.ma/fr/malabata/appartements/Appartement_91_m%C2%B2___7e_%C3%A9tage___Malabata_Tanger_57755910.htm,14.346139397261565,18681.31868131868
Vente Appartement de 98 m2 à Marrakech,1300000.0,Appartements dans Marrakech,98.0,3.0,2.0,https://www.avito.ma/fr/allal_el_fassi/appartements/Vente_Appartement_de_98_m2_%C3%A0_Marrakech_57765242.htm,14.077875591662238,13265.30612244898
"Excellent appartement à vendre, Avenue Hassan II",510000.0,Appartements dans Berrechid,100.0,2.0,1.0,https://www.avito.ma/fr/berrechid/appartements/Excellent_appartement_%C3%A0_vendre__Avenue_Hassan_II_51145031.htm,13.1421679654829,5100.0
Vente Appartement 4 pièces de 116 m2 à Zenata,1380000.0,Appartements dans Zenata,116.0,3.0,2.0,https://www.avito.ma/fr/zenata/appartements/Vente_Appartement_4_pi%C3%A8ces_de_116_m2_%C3%A0_Zenata_56487382.htm,14.137594781770806,11896.551724137931
Appartement bien placé à vendre à Marrakech,430000.0,Appartements dans Marrakech,46.0,1.0,1.0,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_bien_plac%C3%A9_%C3%A0_vendre_%C3%A0_Marrakech_57742113.htm,12.971542813248437,9347.826086956522
Vente Appartement 2 pièces de 65 m2 à Casablanca,1075000.0,Appartements dans Casablanca,65.0,1.0,1.0,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Vente_Appartement_2_pi%C3%A8ces_de_65_m2_%C3%A0_Casablanca_57800961.htm,13.887832149776026,16538.46153846154
Vente Appartement 2 pièces de 44 m2 à Zenata,850000.0,Appartements dans Zenata,44.0,1.0,1.0,https://www.avito.ma/fr/zenata/appartements/Vente_Appartement_2_pi%C3%A8ces_de_44_m2_%C3%A0_Zenata_57526696.htm,13.652992804936396,19318.18181818182
Appartement 3 chambres à 2min de Casanearshore,780000.0,Appartements dans Casablanca,70.0,3.0,1.0,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_3_chambres_%C3%A0_2min_de_Casanearshore_57828086.htm,13.567050480716235,11142.857142857143
Vente Appartement 3 pièces de 81 m2 à Marrakech,780000.0,Appartements dans Marrakech,81.0,2.0,1.0,https://www.avito.ma/fr/mabrouka/appartements/Vente_Appartement_3_pi%C3%A8ces_de_81_m2_%C3%A0_Marrakech_57689998.htm,13.567050480716235,9629.62962962963
Vente Appartement 3 pièces de 73 m2 à Casablanca,600000.0,Appartements dans Casablanca,73.0,2.0,2.0,https://www.avito.ma/fr/errahma/appartements/Vente_Appartement_3_pi%C3%A8ces_de_73_m2_%C3%A0_Casablanca_57689237.htm,13.304686600863562,8219.17808219178
Appartement à vendre 70 m² à Kénitra,340000.0,Appartements dans Kénitra,70.0,2.0,1.0,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57768102.htm,12.73670383776449,4857.142857142857
Appartement à vendre 90 m² à Bir Rami Kénitra,570000.0,Appartements dans Kénitra,90.0,3.0,2.0,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Bir_Rami_K%C3%A9nitra_57780048.htm,13.25339339419516,6333.333333333333
Studio 59m² quartier Bachkou - GARDEN TADDART,1000000.0,Appartements dans Casablanca,59.0,1.0,2.0,https://www.avito.ma/fr/bachkou/appartements/Studio_59m%C2%B2_quartier_Bachkou___GARDEN_TADDART_57624293.htm,13.815511557963774,16949.15254237288
Appartement Ensoleillé 123m² au Quartier Maarif,1500000.0,Appartements dans Casablanca,123.0,3.0,2.0,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_Ensoleill%C3%A9_123m%C2%B2_au_Quartier_Maarif_57834935.htm,14.220976332738882,12195.121951219513
Appartement 97m Maarif Ex Socrate,1180000.0,Appartements dans Casablanca,97.0,2.0,2.0,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_97m_Maarif_Ex_Socrate_57608873.htm,13.981025843899115,12164.948453608247
Appartement à vendre 84 m² à Kénitra,670000.0,Appartements dans Kénitra,84.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_K%C3%A9nitra_57768269.htm,13.415034483903348,7976.190476190476
Appartement à vendre 81m2 habitable 55m2 balcon 26m2,1150000.0,Appartements dans Casablanca,81.0,2.0,1.0,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_vendre_81m2_habitable_55m2_balcon_26m2_55477465.htm,13.955273369904273,14197.530864197532
Appartement 56 m2 avec piscine à Guéliz,896000.0,Appartements dans Marrakech,56.0,2.0,1.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_56_m2_avec_piscine_%C3%A0_Gu%C3%A9liz_46529671.htm,13.705696808027874,16000.0
Appartement à vendre 90 m² à Kénitra,570000.0,Appartements dans Kénitra,90.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_57768270.htm,13.25339339419516,6333.333333333333
Appartement à vendre 78 m² à Kénitra,550000.0,Appartements dans Kénitra,78.0,2.0,1.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_K%C3%A9nitra_57422405.htm,13.217675375388819,7051.282051282052
Appartement meublé à vendre Hay Azdihar,560000.0,Appartements dans Marrakech,60.0,2.0,1.0,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_Hay_Azdihar_57758375.htm,13.235693848424024,9333.333333333334
Studio témoin 57 m2 vendables - Palmier-1er étage,1250000.0,Appartements dans Casablanca,59.0,1.0,1.0,https://www.avito.ma/fr/palmier/appartements/Studio_t%C3%A9moin_57_m2_vendables___Palmier_1er_%C3%A9tage_57820909.htm,14.038654909278163,21186.4406779661
Appartement à vendre 58 m² à Casablanca,800000.0,Appartements dans Casablanca,63.0,1.0,1.0,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_57503861.htm,13.592368256649284,12698.412698412698
Appartement à vendre,380000.0,Appartements dans Had Soualem,65.0,2.0,1.0,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_56854344.htm,12.847929163278053,5846.153846153846
Appartement Chouka au quartier Lovallon Kénitra,670000.0,Appartements dans Kénitra,83.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_Chouka_au_quartier_Lovallon_K%C3%A9nitra_57647908.htm,13.415034483903348,8072.289156626506
Exclusivité bel appartement vue mer,3230000.0,Appartements dans Casablanca,140.0,3.0,3.0,https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Exclusivit%C3%A9_bel_appartement_vue_mer_57635797.htm,14.987993004796314,23071.428571428572
Appartement à vendre - 2CH - 86 m² - PALMIER,1660000.0,Appartements dans Casablanca,98.0,2.0,2.0,https://www.avito.ma/fr/palmier/appartements/Appartement_%C3%A0_vendre___2CH___86_m%C2%B2___PALMIER_57786368.htm,14.322328762742183,16938.775510204083
"Appt 177 m² avec terrasse, 1er étage Moulay Ismail",2000000.0,Appartements dans Tanger,177.0,3.0,2.0,https://www.avito.ma/fr/centre_ville/appartements/Appt_177_m%C2%B2_avec_terrasse__1er_%C3%A9tage_Moulay_Ismail_57805763.htm,14.508658238524095,11299.435028248588
APPART 3CH – 118 m² plus 12 m² de parking à Palmier,2260000.0,Appartements dans Casablanca,118.0,3.0,1.0,https://www.avito.ma/fr/maarif/appartements/APPART_3CH___118_m%C2%B2_plus_12_m%C2%B2_de_parking_%C3%A0_Palmier_57686401.htm,14.630875813726247,19152.542372881355
Appartement à vendre Deroua,300000.0,Appartements dans Deroua,52.0,2.0,1.0,https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_vendre_Deroua_57594439.htm,12.611541086966115,5769.2307692307695
Appartement à vendre 117 m² à Kénitra,1300000.0,Appartements dans Kénitra,119.0,3.0,1.0,https://www.avito.ma/fr/maamora/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_K%C3%A9nitra_57692359.htm,14.077875591662238,10924.36974789916
Appartement à vendre 97 m² à Casablanca,1260000.0,Appartements dans Casablanca,97.0,2.0,2.0,https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_57765725.htm,14.04662307257814,12989.690721649484
Appartement 76 m² en vente à Route Ain chkef,450000.0,Appartements dans Fès,76.0,1.0,1.0,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_76_m%C2%B2_en_vente_%C3%A0_Route_Ain_chkef_57834758.htm,13.017005083966255,5921.0526315789475
Appartement 58 m2 avec piscine à gueliz,928000.0,Appartements dans Marrakech,58.0,1.0,1.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_58_m2_avec_piscine_%C3%A0_gueliz_32463039.htm,13.740788089353964,16000.0
Appartement à vendre 110 m² à Mehdia,2800000.0,Appartements dans Mehdia,121.0,3.0,2.0,https://www.avito.ma/fr/mehdia/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Mehdia_57736264.htm,14.845130332288226,23140.495867768594
Appartement à vendre à le vallon Kénitra,460000.0,Appartements dans Kénitra,70.0,2.0,1.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_%C3%A0_le_vallon_K%C3%A9nitra_57768112.htm,13.038983942375959,6571.428571428572
Appartement sur plan – bon investissement,1450000.0,Appartements dans Casablanca,57.0,2.0,1.0,https://www.avito.ma/fr/route_d_el_jadida/appartements/Appartement_sur_plan___bon_investissement_57718439.htm,14.187074804051692,25438.59649122807
Appartement à vendre 80 m² à Kénitra,550000.0,Appartements dans Kénitra,90.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57768272.htm,13.217675375388819,6111.111111111111
Bel appartement sans vis-à-vis le vallon,800000.0,Appartements dans Kénitra,104.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Bel_appartement_sans_vis_%C3%A0_vis_le_vallon_56170039.htm,13.592368256649284,7692.307692307692
Appartement en face zone villa,850000.0,Appartements dans Kénitra,102.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_en_face_zone_villa_57228910.htm,13.652992804936396,8333.333333333334
Appartement 95m2 vendables -Palmier,1750000.0,Appartements dans Casablanca,95.0,2.0,2.0,https://www.avito.ma/fr/palmier/appartements/Appartement_95m2_vendables__Palmier_57820947.htm,14.375126917328105,18421.052631578947
Appartement 2 façades le vallon,870000.0,Appartements dans Kénitra,100.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_2_fa%C3%A7ades_le_vallon_56766244.htm,13.676249640055394,8700.0
Appartement à vendre 140 m² à Kénitra,710000.0,Appartements dans Kénitra,140.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_K%C3%A9nitra_57648178.htm,13.47302165746721,5071.428571428572
"Appartement 250 m² dont 50 de terrasse, Massira",4450000.0,Appartements dans Casablanca,250.0,3.0,3.0,https://www.avito.ma/fr/racine/appartements/Appartement_250_m%C2%B2_dont_50_de_terrasse__Massira_57835299.htm,15.308414878861498,17800.0
appartement a vendre meuble,600000.0,Appartements dans Marrakech,52.0,2.0,1.0,https://www.avito.ma/fr/route_de_casablanca/appartements/appartement_a_vendre_meuble_57699894.htm,13.304686600863562,11538.461538461539
Appartement à vendre 43 m² à bourgogne,1300000.0,Appartements dans Casablanca,43.0,1.0,1.0,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_43_m%C2%B2_%C3%A0_bourgogne_57526960.htm,14.077875591662238,30232.558139534885
Appartement à vendre 70 m² à Kénitra,410000.0,Appartements dans Kénitra,70.0,2.0,1.0,https://www.avito.ma/fr/ouled_oujih/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57768085.htm,12.923914877701906,5857.142857142857
Vente Appartement sans vis à vis,3000000.0,Appartements dans Rabat,133.0,3.0,2.0,https://www.avito.ma/fr/hay_riad/appartements/Vente_Appartement_sans_vis_%C3%A0_vis__57712142.htm,14.914123179965662,22556.39097744361
Appartement à vendre 76 m² à Kénitra,490000.0,Appartements dans Kénitra,76.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_K%C3%A9nitra_57768271.htm,13.102162710901053,6447.368421052632
Superbe appartement 1 chambre à Californie,1300000.0,Appartements dans Casablanca,146.0,1.0,2.0,https://www.avito.ma/fr/californie/appartements/Superbe_appartement_1_chambre_%C3%A0_Californie_57840505.htm,14.077875591662238,8904.109589041096
Appartement à vendre 78 m² à Kénitra,600000.0,Appartements dans Kénitra,78.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_K%C3%A9nitra_57768079.htm,13.304686600863562,7692.307692307692
Appartement à vendre 90 m² à Kénitra alliance,640000.0,Appartements dans Kénitra,90.0,2.0,2.0,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_alliance_57675448.htm,13.369225017834633,7111.111111111111
Superbe appartement à vendre à Guéliz,610000.0,Appartements dans Tanger,56.0,2.0,1.0,https://www.avito.ma/fr/du_golf/appartements/Superbe_appartement_%C3%A0_vendre_%C3%A0_Gu%C3%A9liz_57390077.htm,13.321215875492413,10892.857142857143
Appartement à vendre 80 m² à Kénitra,580000.0,Appartements dans Kénitra,80.0,2.0,2.0,https://www.avito.ma/fr/ouled_oujih/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57737925.htm,13.270785106659046,7250.0
GARDEN TADDART L'INVESTISSEMENT GAGNANT,885000.0,Appartements dans Casablanca,36.0,1.0,2.0,https://www.avito.ma/fr/bachkou/appartements/GARDEN_TADDART_L_INVESTISSEMENT_GAGNANT_57548503.htm,13.69334405393293,24583.333333333332
Appartement à vendre Val d’Or Harhoura,2500000.0,Appartements dans Temara,141.0,2.0,2.0,https://www.avito.ma/fr/harhoura/appartements/Appartement_%C3%A0_vendre_Val_d_Or_Harhoura_57840489.htm,14.731801689838349,17730.49645390071
APPARTEMENT À VENDRE À DIOUR JAMAA CENTRE RABAT,1700000.0,Appartements dans Rabat,115.0,4.0,1.0,https://www.avito.ma/fr/diour_jamaa/appartements/APPARTEMENT_%C3%80_VENDRE_%C3%80_DIOUR_JAMAA_CENTRE_RABAT_54636359.htm,14.346139397261565,14782.608695652174
Appartement à vendre 80 m² à Kénitra,490000.0,Appartements dans Kénitra,80.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57279716.htm,13.102162710901053,6125.0
Appartement à vendre 78 m² à Kénitra,600000.0,Appartements dans Kénitra,78.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_K%C3%A9nitra_57614100.htm,13.304686600863562,7692.307692307692
Appartement à vendre 70 m² à Kénitra,480000.0,Appartements dans Kénitra,70.0,2.0,1.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57737949.htm,13.081543466215237,6857.142857142857
Appartement moderne à vendre,430000.0,Appartements dans Marrakech,60.0,2.0,1.0,https://www.avito.ma/fr/es_saada/appartements/Appartement_moderne_%C3%A0_vendre_57832197.htm,12.971542813248437,7166.666666666667
Appartement Élégant 117m² au Cœur de Maarif,1860000.0,Appartements dans Casablanca,117.0,3.0,2.0,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%89l%C3%A9gant_117m%C2%B2_au_C_ur_de_Maarif_57834766.htm,14.436087583323648,15897.435897435897
Appartement à vendre 80 m² à le vallon Kénitra,420000.0,Appartements dans Kénitra,80.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_le_vallon_K%C3%A9nitra_57727054.htm,12.948012371209098,5250.0
Appartement à vendre 74 m² à Kénitra,530000.0,Appartements dans Kénitra,74.0,2.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_K%C3%A9nitra_57614094.htm,13.180634172318978,7162.1621621621625
Appartement à vendre 103 m² à Kénitra,750000.0,Appartements dans Kénitra,103.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_K%C3%A9nitra_57614150.htm,13.527829818844937,7281.553398058252
Appartement à vendre 133 m² sur 2 mars,1700000.0,Appartements dans Casablanca,133.0,3.0,2.0,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_133_m%C2%B2_sur_2_mars_57696869.htm,14.346139397261565,12781.954887218046
Appartement à vendre 96 m² à Kénitra,670000.0,Appartements dans Kénitra,96.0,3.0,2.0,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_K%C3%A9nitra_57768265.htm,13.415034483903348,6979.166666666667
Appartement à vendre au quartier 2 Mars,1800000.0,Appartements dans Casablanca,179.0,2.0,1.0,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_au_quartier_2_Mars_57756140.htm,14.403297778421795,10055.86592178771
Appartement Gauthier 51m,750000.0,Appartements dans Casablanca,51.0,1.0,1.0,https://www.avito.ma/fr/gauthier/appartements/Appartement_Gauthier_51m_57840431.htm,13.527829818844937,14705.882352941177
Appartement neuf 70 m² 5 pièces,640000.0,Appartements dans Marrakech,70.0,3.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_neuf_70_m%C2%B2_5_pi%C3%A8ces_56246158.htm,13.369225017834633,9142.857142857143
Appartement au centre de Bouznika,540000.0,Appartements dans Bouznika,74.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_au_centre_de_Bouznika_57840424.htm,13.199326270390594,7297.2972972972975
Appartement à vendre situé au centre ville,1070000.0,Appartements dans Kénitra,117.0,3.0,2.0,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_situ%C3%A9_au_centre_ville_57579189.htm,13.883170141017091,9145.299145299145
Appartement Asdaa proche Marjane,430000.0,Appartements dans Marrakech,56.0,2.0,1.0,https://www.avito.ma/fr/es_saada/appartements/Appartement_Asdaa_proche_Marjane_57723521.htm,12.971542813248437,7678.571428571428
Appartement privé à vendre berradi mhamid 7,470000.0,Appartements dans Marrakech,70.0,2.0,2.0,https://www.avito.ma/fr/m_hamid/appartements/Appartement_priv%C3%A9_%C3%A0_vendre_berradi_mhamid_7_57682408.htm,13.060490101343552,6714.285714285715
appartement 123m à Bouznika,780000.0,Appartements dans Bouznika,123.0,3.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/appartement_123m_%C3%A0_Bouznika_57840407.htm,13.567050480716235,6341.463414634146
Appartement à vendre 71 m² à ALMAZ,830000.0,Appartements dans Casablanca,71.0,2.0,1.0,https://www.avito.ma/fr/almaz/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_ALMAZ_57442813.htm,13.629182184591333,11690.140845070422
Appartement à vendre,320000.0,Appartements dans Meknès,75.0,3.0,1.0,https://www.avito.ma/fr/wislane/appartements/Appartement_%C3%A0_vendre_57748733.htm,12.676079399771027,4266.666666666667
Appartement à vendre 83 m² à Marrakech,1550000.0,Appartements dans Marrakech,83.0,2.0,2.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Marrakech_57840368.htm,14.253766134056512,18674.698795180724
Appartement à vendre avec piscine,1500000.0,Appartements dans Marrakech,73.0,2.0,1.0,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_avec_piscine_57735538.htm,14.220976332738882,20547.945205479453
"Appartement à vendre 83 m² à semlalia, guéliz",1550000.0,Appartements dans Marrakech,84.0,2.0,2.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_semlalia__gu%C3%A9liz_55811696.htm,14.253766134056512,18452.380952380954
Appartements à vendre 60 m² à Tétouan,450000.0,Appartements dans Tétouan,60.0,2.0,1.0,https://www.avito.ma/fr/taboula/appartements/Appartements_%C3%A0_vendre_60_m%C2%B2_%C3%A0_T%C3%A9touan_57784930.htm,13.017005083966255,7500.0
Bel Appart avec piscine à vendre à Sidi Bouzid,870000.0,Appartements dans Sidi Bouzid,106.0,2.0,1.0,https://www.avito.ma/fr/sidi_bouzid/appartements/Bel_Appart_avec_piscine_%C3%A0_vendre_%C3%A0_Sidi_Bouzid_56766849.htm,13.676249640055394,8207.547169811322
Appartement à vendre à Bachir Complex,620000.0,Appartements dans Tanger,62.0,2.0,2.0,https://www.avito.ma/fr/moujahidine/appartements/Appartement_%C3%A0_vendre_%C3%A0_Bachir_Complex_57747143.htm,13.3374763699232,10000.0
Appartement 100 m² Les Collines Sidi Maarouf,1180000.0,Appartements dans Casablanca,100.0,3.0,2.0,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_100_m%C2%B2_Les_Collines_Sidi_Maarouf_57755840.htm,13.981025843899115,11800.0
A vendre un bel Appartement refait à neuf,2950000.0,Appartements dans Casablanca,200.0,3.0,3.0,https://www.avito.ma/fr/triangle_d_or/appartements/A_vendre_un_bel_Appartement_refait_%C3%A0_neuf_56397805.htm,14.897316067298997,14750.0
F3 avec GRANDE COUR de 35m² au Centre Bouskoura,850000.0,Appartements dans Bouskoura,114.0,2.0,1.0,https://www.avito.ma/fr/bouskoura_centre/appartements/F3_avec_GRANDE_COUR_de_35m%C2%B2_au_Centre_Bouskoura_57586040.htm,13.652992804936396,7456.140350877193
Appartement à vendre 153 m² à Bouznika,1750000.0,Appartements dans Bouznika,157.0,2.0,2.0,https://www.avito.ma/fr/plage_oued_cherrat/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_Bouznika_57669462.htm,14.375126917328105,11146.496815286624
Studio avec terrasse 83 m² – Maarif – 1er étage,1090000.0,Appartements dans Casablanca,83.0,1.0,1.0,https://www.avito.ma/fr/maarif/appartements/Studio_avec_terrasse_83_m%C2%B2___Maarif___1er_%C3%A9tage_57672193.htm,13.901689171636098,13132.530120481928
Appartement à vendre 140 m² à Bouznika,740000.0,Appartements dans Bouznika,140.0,3.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Bouznika_56059938.htm,13.51440681653079,5285.714285714285
Appartement à vendre 58 m² à Marrakech,1600000.0,Appartements dans Marrakech,60.0,1.0,1.0,https://www.avito.ma/fr/route_de_tahanaoute/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Marrakech_57371568.htm,14.285514812209815,26666.666666666668
Bonne opportunité en plein centre-ville,1320000.0,Appartements dans Kénitra,174.0,2.0,2.0,https://www.avito.ma/fr/maamora/appartements/Bonne_opportunit%C3%A9_en_plein_centre_ville_57464778.htm,14.093143052138025,7586.206896551724
Tanger La Balia Dhouha,390000.0,Appartements dans Tanger,54.0,2.0,1.0,https://www.avito.ma/fr/tanja_balia/appartements/Tanger_La_Balia_Dhouha_57840259.htm,12.873904582205107,7222.222222222223
A vendre bel appartement bien ensoleillé,2500000.0,Appartements dans Casablanca,186.0,3.0,3.0,https://www.avito.ma/fr/racine/appartements/A_vendre_bel_appartement_bien_ensoleill%C3%A9_56368041.htm,14.731801689838349,13440.860215053763
